,shotgun,no_huddle,ydstogo,yardline_100,play_type,half_seconds_remaining,pass_length,run_location,score_differential,fg_prob,td_prob,ep
32166,1,0,3,71.0,2,322.0,2.0,,11.0,0.12854472260789296,0.2338933788128596,0.4397390460972368
32167,1,0,8,34.0,1,120.0,,1.0,11.0,0.29983818272052304,0.2457740252909972,1.9757810818632768
32168,1,0,6,11.0,1,25.0,,2.0,11.0,0.5158822139135112,0.18481376023033044,2.7175096151868043
32169,1,0,15,75.0,2,1751.0,2.0,,14.0,0.1724570601322107,0.21946518313283306,-1.183681280160246
32170,1,0,10,73.0,2,1506.0,2.0,,-28.0,0.18369127432866286,0.2510873228554687,-0.67864361673755
32171,1,1,9,21.0,1,1286.0,,1.0,-28.0,0.5312882135118931,0.3352698926594808,3.2565023719421022
32181,1,0,4,57.0,2,1670.0,1.0,,0.0,0.2716560460254257,0.3581594947220884,1.3584634180813553
32183,1,0,6,48.0,2,1394.0,2.0,,0.0,0.3398373685893973,0.357097235104829,1.930475095177944
32184,1,0,1,25.0,1,1276.0,,2.0,0.0,0.41742037828005335,0.4703618001198661,3.9722617648224654
32186,0,0,1,72.0,1,1080.0,,2.0,-3.0,0.16826301059446416,0.3942860462313408,1.0779452898285404
32188,1,0,6,72.0,2,744.0,2.0,,3.0,0.1757766996547588,0.2726222388050166,-0.02593564978822438
32193,1,0,6,84.0,2,1452.0,2.0,,-4.0,0.1262375171310943,0.2310509139906433,-1.3759107061932054
32203,1,0,2,82.0,2,1451.0,2.0,,0.0,0.13082107683141858,0.3007378831822597,-0.4746199070786936
32204,0,0,1,44.0,2,1259.0,1.0,,0.0,0.3145555025151642,0.4757009063406464,3.1964694017031507
32205,1,0,3,25.0,2,1024.0,2.0,,-7.0,0.4610369662636555,0.40389278806577134,3.5514956009528302
32207,1,0,7,51.0,2,671.0,2.0,,4.0,0.3025339679890583,0.3277138426908968,1.659861564462879
32211,1,0,10,28.0,2,137.0,2.0,,11.0,0.3563394718001023,0.2524574995456755,2.254744119287368
32213,1,0,4,67.0,2,1074.0,2.0,,-8.0,0.21006819868213725,0.3287326158995004,0.6046462059174722
32214,1,0,4,72.0,2,751.0,2.0,,5.0,0.17299404430066026,0.29514255058063626,0.21817172856412936
32215,0,0,1,22.0,2,550.0,2.0,,5.0,0.4101432247861435,0.4503216027091652,3.9279082941116448
32216,1,0,6,16.0,2,291.0,2.0,,12.0,0.478421499821469,0.31619047719937593,3.2182032508540828
32221,1,0,1,79.0,1,1311.0,,3.0,0.0,0.13894323282098134,0.3604433868007234,0.3528238161922577
32226,1,0,3,67.0,2,251.0,2.0,,4.0,0.13247360062861027,0.2270406710136593,0.6504917147522448
32229,1,0,3,3.0,1,24.0,,3.0,4.0,0.4229868564969889,0.37368711103470464,3.811626689135031
32231,1,0,4,66.0,2,1111.0,2.0,,-11.0,0.2162758640236448,0.3329079511847148,0.6887001623448801
32234,1,0,5,75.0,2,747.0,2.0,,8.0,0.15910727284018236,0.26980548869964577,-0.182668464347106
32237,1,0,4,74.0,2,1726.0,2.0,,0.0,0.17171277647798447,0.29397979015101977,-0.2603360268298425
32238,1,0,6,39.0,2,1208.0,2.0,,0.0,0.4001758595954618,0.3677993538088614,2.584007708780528
32239,0,0,1,80.0,1,985.0,,3.0,-7.0,0.13246045697322673,0.3521954984043309,0.3513776717441917
32247,1,0,5,20.0,2,1506.0,2.0,,11.0,0.5149459726535455,0.36522828198445695,3.4782413306454925
32248,1,0,8,12.0,2,1418.0,2.0,,11.0,0.5795310719655796,0.3259501706756626,3.53453380261995
32250,0,0,1,71.0,1,794.0,,2.0,-21.0,0.1658304329066139,0.3857159563633951,1.1976744549562657
32251,1,0,13,72.0,2,739.0,1.0,,-21.0,0.18044799736557526,0.2332932448817541,-0.4696613100395872
32252,1,0,5,15.0,2,623.0,2.0,,-21.0,0.5244504981457924,0.3529604999532827,3.5852634569035384
32254,1,0,8,83.0,2,286.0,2.0,,-14.0,0.08279479658341507,0.1440858600578796,-0.6661623774580014
32255,0,0,5,40.0,2,200.0,2.0,,-14.0,0.2774257718018109,0.2780951240520512,1.9986997429070257
32258,0,0,1,60.0,1,900.0,,1.0,-6.0,0.22321125686965826,0.4366842485279092,2.1275245790456823
32265,1,0,14,46.0,2,1545.0,1.0,,2.0,0.3722201057008107,0.3092772582090774,1.5966543660904202
32266,1,0,5,24.0,2,1264.0,2.0,,-2.0,0.4901975078626146,0.3723814005389329,3.373736564323305
32268,1,0,10,89.0,2,914.0,1.0,,-1.0,0.10391013257110253,0.18495075542256306,-1.8598525574238176
32271,1,0,9,89.0,2,405.0,2.0,,-1.0,0.07790435359969622,0.14419826991118134,-1.2202574225487064
32274,1,0,3,53.0,2,1669.0,2.0,,0.0,0.2913699820406273,0.3864489355666465,1.872053110651426
32279,1,0,4,76.0,2,573.0,2.0,,-10.0,0.14081119570751624,0.25684430581103024,-0.07834332661569188
32282,1,0,1,57.0,1,175.0,,1.0,-7.0,0.14968518819076668,0.2853296377352611,1.5790361857952089
32286,0,0,2,2.0,2,860.0,2.0,,3.0,0.3088793971381668,0.6422326176020271,5.227174562882759
32287,1,0,2,34.0,2,635.0,2.0,,-10.0,0.37526326248958,0.42027571328543706,3.2880876031093567
32294,1,0,4,61.0,2,900.0,1.0,,3.0,0.24166976272469004,0.346374253247905,1.1779093001353098
32296,1,0,3,48.0,2,411.0,2.0,,6.0,0.26912943005969303,0.3423022769242812,2.1016796547645344
32299,0,0,1,78.0,1,1091.0,,1.0,1.0,0.14203219662946442,0.36505691427443104,0.5125712029108039
32303,1,0,7,7.0,2,252.0,2.0,,-1.0,0.4981179700001333,0.383226955079252,4.000076473769689
32304,1,0,7,77.0,2,1752.0,2.0,,0.0,0.15891246062361394,0.2495969351344716,-0.9167756871850188
32305,1,0,3,43.0,2,1613.0,2.0,,0.0,0.35464950520642624,0.4036347741238029,2.613068789002166
32306,1,0,6,82.0,2,683.0,2.0,,0.0,0.1239267149674836,0.22472568767423426,-0.852815215305728
32314,1,0,5,5.0,2,1148.0,2.0,,0.0,0.4831898011511724,0.4708098065634322,4.537567296108676
32315,1,0,2,90.0,1,900.0,,2.0,7.0,0.0969321190357787,0.2561091804577574,-0.998281308303582
32316,1,0,10,80.0,2,658.0,1.0,,-14.0,0.13309437388212195,0.20761465836027884,-0.95224960880835
32318,1,0,3,41.0,2,725.0,2.0,,0.0,0.3519835035023903,0.3982302204635259,2.784894174267932
32322,0,0,2,46.0,1,1057.0,,1.0,7.0,0.32178722546960337,0.4287273346804327,2.72594732550754
32327,1,0,5,20.0,2,76.0,2.0,,-6.0,0.4642111291586816,0.19923193880734405,2.6158076906602328
32331,1,0,2,67.0,2,790.0,2.0,,14.0,0.19376176130285708,0.3598671214276304,1.094165269804331
32333,1,0,1,55.0,1,134.0,,1.0,-7.0,0.14857528678628254,0.2749078654549495,1.5913229875341417
32334,1,1,4,30.0,1,43.0,,1.0,-7.0,0.3558807104255525,0.18807238813019972,2.1739749254354663
32335,0,0,1,71.0,1,1708.0,,2.0,0.0,0.17384528380676756,0.39409180299488505,0.9977884153281812
32336,1,0,7,67.0,2,1590.0,1.0,,0.0,0.2165079329316061,0.2926795070020354,0.09732128868566113
32338,1,0,7,92.0,2,1142.0,2.0,,-3.0,0.09448574253889863,0.1903773353504659,-2.029202012120764
32339,0,0,6,45.0,2,445.0,2.0,,-3.0,0.30986193381744703,0.3192548011027212,2.017258596434994
32342,0,0,3,23.0,2,1670.0,2.0,,14.0,0.4768624261993473,0.3977415789724849,3.55741185337462
32343,0,0,2,61.0,2,1446.0,2.0,,-21.0,0.2362961044993044,0.392671191779621,1.5105333806905723
32345,0,0,2,61.0,2,1249.0,1.0,,-14.0,0.2359534318378457,0.3942812041355952,1.558967403406371
32358,1,0,9,75.0,2,120.0,2.0,,5.0,0.08224523434753132,0.12359256415169728,-0.17488885925961262
32372,1,0,7,61.0,2,819.0,2.0,,-17.0,0.24628876165499905,0.3100981031353643,0.8481826048394703
32374,1,1,7,55.0,2,497.0,2.0,,17.0,0.2545577839109264,0.2947747139723565,1.279116326700457
32385,1,0,8,45.0,2,900.0,2.0,,-4.0,0.3608211348598133,0.3429779671058913,2.0657015351868417
32386,1,0,4,73.0,2,749.0,2.0,,4.0,0.16774617747445236,0.2906644955088607,0.12979616723894027
32389,1,0,10,93.0,1,314.0,,2.0,7.0,0.058785650188874335,0.113203112197261,-1.2827784818012815
32392,1,0,10,52.0,2,1709.0,2.0,,10.0,0.32113477877835944,0.3154597434574806,1.2389472293798078
32396,1,0,13,68.0,2,856.0,1.0,,10.0,0.2098138859928249,0.2541544101624117,-0.15377871231827034
32399,1,0,2,56.0,1,566.0,,1.0,10.0,0.2366136848464745,0.3730736252332208,1.9099979301345067
32400,1,0,4,21.0,1,454.0,,2.0,10.0,0.4610691758141047,0.3605535704840131,3.3833729072179213
32403,0,0,3,29.0,1,181.0,,2.0,17.0,0.3348895591053335,0.319587802021276,2.705240779836936
32404,1,0,4,22.0,2,1637.0,1.0,,0.0,0.4944136777912991,0.37979778216598864,3.4833416971803
32405,1,0,5,15.0,2,1275.0,2.0,,-7.0,0.5424102247895679,0.3584116950551559,3.6316520678567454
32407,0,0,1,31.0,1,938.0,,3.0,4.0,0.3808171928371029,0.4753250149338706,3.7936928656304905
32408,1,0,7,77.0,2,685.0,2.0,,-11.0,0.1475970674420931,0.2388897598096653,-0.5261126643685803
32411,1,0,10,94.0,2,206.0,2.0,,11.0,0.04657680623962378,0.0913672856569668,-1.0746702381502993
32414,1,0,7,78.0,2,1452.0,2.0,,8.0,0.15521100039215882,0.2496801226728929,-0.9171826936552459
32415,1,0,4,63.0,2,1354.0,2.0,,8.0,0.23519266240989364,0.3432636003758484,0.9038487000100148
32422,1,0,8,34.0,2,828.0,1.0,,3.0,0.4340406089325745,0.34876091037034124,2.7471649138003507
32426,1,0,6,84.0,2,419.0,2.0,,-10.0,0.09471012021272536,0.17845908877844932,-0.7648953124944318
32432,0,0,7,47.0,2,864.0,2.0,,-20.0,0.34235735443050364,0.3467248160848573,1.989428814049352
32439,0,1,1,64.0,1,1651.0,,3.0,0.0,0.2082431087802929,0.4243282779733047,1.6549512702418725
32440,1,1,5,45.0,2,1556.0,2.0,,0.0,0.3555994649010336,0.37068826978901065,2.2168215569621395
32441,1,0,5,12.0,2,1425.0,2.0,,0.0,0.5596219314447454,0.3515388626194288,3.6830626208494346
32445,1,0,19,48.0,2,502.0,1.0,,7.0,0.3205786608575218,0.2632755624309379,1.3287060106595177
32447,1,0,4,79.0,2,1600.0,2.0,,17.0,0.14728160519409764,0.2733847383068547,-0.7023760296375035
32448,1,1,19,63.0,2,1359.0,1.0,,17.0,0.2521809126488961,0.2549349600725392,-0.052377477976393916
32449,1,0,9,26.0,2,1281.0,2.0,,17.0,0.4999023987415801,0.3408645944954801,3.0664289720310087
32451,1,1,3,67.0,2,1171.0,2.0,,-20.0,0.20766982916026447,0.3468211114588703,0.7689202714321377
32453,1,0,6,48.0,2,923.0,2.0,,20.0,0.33416875608966884,0.3558252109556622,1.9983353629252747
32454,1,0,1,22.0,2,831.0,2.0,,20.0,0.42581642987287655,0.4638482204217235,4.039675546108473
32458,1,0,10,80.0,2,404.0,2.0,,-26.0,0.10942567224094008,0.1719180054408563,-0.7205221097785632
32460,1,0,3,73.0,1,1630.0,,1.0,-7.0,0.17524110586462593,0.3169893448593977,0.06005661480436464
32462,1,0,1,12.0,1,1253.0,,1.0,7.0,0.4837074463500865,0.4461050145205547,4.220514056629471
32463,1,0,11,35.0,2,988.0,2.0,,-14.0,0.4423636196128839,0.3333899295794039,2.5586473196180246
32466,1,0,6,56.0,2,539.0,2.0,,17.0,0.25187355371536196,0.3068031115655657,1.304211954478692
32467,1,0,5,31.0,1,318.0,,1.0,17.0,0.3747227030418431,0.3257515443556749,2.7142775000174324
32468,1,0,6,6.0,2,123.0,2.0,,17.0,0.4489288280592833,0.3902459406352873,3.9136761995455176
32471,0,0,2,60.0,2,1458.0,2.0,,21.0,0.241973949043906,0.3958040314543893,1.5944616096170074
32472,0,0,1,41.0,1,1376.0,,1.0,21.0,0.3315907681283921,0.4771629208533884,3.341610194305216
32473,1,0,6,17.0,2,1199.0,2.0,,21.0,0.5382335186302565,0.3521498552623507,3.5263892406987036
32474,1,0,4,4.0,2,1107.0,2.0,,21.0,0.4403048781082063,0.5134287552488873,4.709180930095776
32476,0,0,1,71.0,1,804.0,,2.0,28.0,0.16624452617022567,0.3865703382796967,1.1980414706110487
32477,1,0,5,32.0,2,590.0,2.0,,28.0,0.4147559557262078,0.3633787837724921,2.9656158101126664
32478,0,0,1,39.0,1,317.0,,2.0,-35.0,0.2783448662466906,0.4000918863906695,2.949724583913881
32480,1,0,7,72.0,2,1689.0,2.0,,0.0,0.1864543895071328,0.2715517177540889,-0.4174238445001752
32485,1,0,7,8.0,2,531.0,2.0,,0.0,0.5713800327972387,0.3196275115730612,3.591326864592032
32487,1,0,2,18.0,1,290.0,,3.0,7.0,0.4244454421901485,0.374807354649281,3.5026458473272584
32490,0,0,9,40.0,2,1612.0,2.0,,10.0,0.4053088910843752,0.3399675102864523,2.2490022227709967
32493,0,0,1,76.0,1,1287.0,,1.0,13.0,0.15167421729468708,0.3758910451665923,0.6485770012354749
32498,1,0,6,76.0,2,372.0,2.0,,5.0,0.11938604628970588,0.19904728732498508,-0.20776586636723304
32500,1,1,1,72.0,2,166.0,2.0,,-5.0,0.09057183781649143,0.2177633631002223,0.7146447327451809
32502,0,0,1,67.0,1,1723.0,,2.0,0.0,0.1930592107691292,0.4112299701654348,1.3651216525810284
32504,0,0,2,58.0,2,1038.0,2.0,,-3.0,0.2508533808277007,0.4025644209468063,1.8486661039825707
32505,0,0,1,31.0,1,824.0,,3.0,-3.0,0.37737187273793216,0.4725379638308005,3.7770554296150967
32508,1,0,16,71.0,2,398.0,2.0,,0.0,0.15126205658477668,0.1851346168360332,-0.32146574157991425
32509,1,0,10,66.0,2,212.0,2.0,,-3.0,0.13662440792747416,0.17381100568343652,0.22175003762993528
32510,1,0,6,75.0,2,120.0,1.0,,-4.0,0.0809049441235559,0.13376512544895455,-0.056780347990665885
32515,1,0,10,89.0,2,1399.0,2.0,,4.0,0.106070134514634,0.1862364716522164,-2.0796684495976443
32516,1,0,6,57.0,2,1227.0,2.0,,4.0,0.2788477788925077,0.3383384913544396,1.2240270364131751
32518,1,0,1,4.0,1,655.0,,2.0,4.0,0.5107400892629065,0.4232995345112335,4.255749315866712
32521,1,0,11,48.0,2,284.0,2.0,,11.0,0.2620770615720325,0.24631447382870905,1.3656583945816891
32522,0,0,9,35.0,1,226.0,,3.0,11.0,0.3337393186040765,0.2694164313806444,2.121918184615556
32524,1,0,8,78.0,2,1733.0,1.0,,0.0,0.1543669053307926,0.2387367572479032,-1.0873167767841234
32527,1,0,3,81.0,2,1402.0,2.0,,0.0,0.13727294393813505,0.2828092806706795,-0.6384930867672929
32536,0,0,1,88.0,1,1452.0,,2.0,0.0,0.10442689019011893,0.31011100431497746,-0.5605044003967743
32540,1,0,11,40.0,2,900.0,2.0,,-6.0,0.4043018356046197,0.3300086536114581,2.2512801534587004
32544,1,0,1,49.0,1,190.0,,3.0,-8.0,0.1921552782388445,0.3235364077947049,2.0831777396088893
32545,1,0,4,40.0,2,136.0,2.0,,-8.0,0.2515434974862985,0.26623997102823593,1.9242502465475904
32548,1,0,2,86.0,2,1387.0,2.0,,0.0,0.11468343427811435,0.2809636490000012,-0.8322621577364133
32550,1,0,5,43.0,2,598.0,2.0,,0.0,0.3418439242916971,0.3549389684436903,2.3569232353270047
32553,0,0,2,11.0,1,1280.0,,2.0,0.0,0.5223609397531247,0.4025869182618975,4.0055797174711945
32557,0,0,1,18.0,1,297.0,,2.0,7.0,0.3990360153063101,0.414795446321864,3.744468833272428
32561,1,0,5,40.0,2,1371.0,2.0,,0.0,0.388912268911387,0.37721490826094495,2.586980017578929
32565,1,0,5,51.0,2,679.0,2.0,,7.0,0.2965319151846593,0.3476333048318325,1.8404997911498133
32570,0,0,1,71.0,1,97.0,,1.0,-17.0,0.10800002303689347,0.1489055194705398,0.9321662051602364
32571,1,0,3,38.0,2,39.0,2.0,,-17.0,0.2846483966606889,0.1821910698095145,1.8855950343346173
32572,1,0,10,10.0,2,1295.0,2.0,,-10.0,0.605603042602275,0.34761920466423696,4.029905629777505
32576,1,0,8,14.0,2,744.0,2.0,,6.0,0.5568593157237663,0.329218771818112,3.492540848401388
32580,1,0,5,74.0,2,1758.0,2.0,,0.0,0.1729707230789761,0.2807145400256081,-0.4168024088162168
32581,0,0,1,2.0,1,1598.0,,1.0,0.0,0.5338434336651217,0.4177437991442547,4.277408636247595
32582,1,0,10,76.0,2,1543.0,1.0,,-7.0,0.16675503108100448,0.23850956082766445,-0.9756383990127308
32583,1,0,4,5.0,2,1244.0,2.0,,-7.0,0.5848368188080278,0.3492665136755416,3.8694091496091816
32586,1,0,2,77.0,2,725.0,2.0,,7.0,0.14223465398991425,0.3088987868112782,0.2166733483058072
32592,0,0,2,24.0,1,862.0,,1.0,17.0,0.44599799104286403,0.4252211482094331,3.730446324301752
32595,1,0,3,71.0,2,539.0,2.0,,20.0,0.15895141113304626,0.2874593048899145,0.4915703119781574
32599,0,0,1,55.0,1,1341.0,,3.0,7.0,0.2552399603583625,0.4564991550832088,2.4644096855645925
32601,1,0,4,69.0,2,1085.0,1.0,,14.0,0.19887459320442005,0.3208897544174615,0.4144637800631517
32603,1,0,10,57.0,2,311.0,2.0,,-21.0,0.20921650310640846,0.23094416832150946,0.8379137257266132
32605,1,1,6,53.0,2,1673.0,2.0,,-28.0,0.30517679036369744,0.3437389425492729,1.4580341481986454
32607,1,0,7,64.0,2,1444.0,2.0,,28.0,0.2357508847758356,0.3055013973139421,0.4284236983598402
32609,1,1,9,84.0,2,1287.0,1.0,,-28.0,0.1273726749957284,0.21287543181086094,-1.5596325423209574
32610,1,1,4,56.0,2,1185.0,2.0,,-28.0,0.2779314323678818,0.3657691846885142,1.564526151592632
32612,1,0,10,57.0,1,760.0,,1.0,28.0,0.27438205262344056,0.29907497770178426,0.9934179200090092
32613,0,0,10,57.0,2,163.0,2.0,,35.0,0.16943500465915756,0.1878117364903808,0.6996511751757237
32615,1,0,2,60.0,1,1509.0,,3.0,0.0,0.2419187397907796,0.3951462853557925,1.5810615762220368
32616,1,0,6,40.0,2,1416.0,2.0,,0.0,0.39428867011562746,0.3658869316803072,2.488272550779591
32617,1,0,7,18.0,2,1331.0,2.0,,0.0,0.5396272032962043,0.3444922861051632,3.4354361196074086
32619,1,0,9,79.0,2,1197.0,1.0,,-3.0,0.15120265051783094,0.2344969817347351,-1.0773545363851866
32620,0,0,1,43.0,1,1123.0,,3.0,-3.0,0.31878615948674155,0.4765229267100765,3.264926431892788
32621,1,0,11,98.0,2,946.0,1.0,,3.0,0.07349178916142082,0.14686633036771174,-2.577750226032681
32622,1,0,6,69.0,2,894.0,2.0,,3.0,0.19885363996045272,0.293195858561013,0.20570803174069408
32623,0,0,1,43.0,1,810.0,,3.0,3.0,0.3110148459673905,0.4690188043472728,3.2429380018261886
32627,1,0,12,82.0,2,1728.0,1.0,,3.0,0.1354859439182198,0.2026241258449077,-1.6875118414910126
32628,1,0,5,26.0,2,1602.0,2.0,,3.0,0.4791005884709499,0.3718277334897732,3.258389466906448
32629,1,0,18,88.0,2,1471.0,1.0,,-10.0,0.11002228971464524,0.1652788480654684,-2.3260881415706702
32631,1,0,8,63.0,1,1291.0,,3.0,-3.0,0.2437554429158893,0.3026961936013725,0.4835708766655795
32634,1,0,4,24.0,2,700.0,2.0,,4.0,0.4668138305167453,0.3797380180525491,3.4314079561943207
32637,1,0,3,24.0,2,1508.0,2.0,,0.0,0.4707438733458096,0.40057736994904897,3.545508884830127
32638,1,0,4,63.0,2,1231.0,2.0,,-7.0,0.2349086946712382,0.34403775888525,0.9361879147479032
32639,1,0,13,46.0,2,1063.0,2.0,,-7.0,0.3688985627459097,0.31617506121419525,1.7306672225794282
32642,1,0,3,72.0,2,578.0,2.0,,1.0,0.15803975164822134,0.2899452445397079,0.4118861308234405
32643,0,0,1,59.0,1,63.0,,2.0,8.0,0.14958360658999914,0.17148081588184164,1.3148585360811806
32645,1,0,1,75.0,2,1748.0,2.0,,-8.0,0.1553991988653703,0.3743272403033166,0.602476734168397
32646,1,0,5,43.0,2,1598.0,2.0,,-8.0,0.36893103656927495,0.3724356330173004,2.347341583281248
32649,1,0,12,55.0,2,917.0,1.0,,-5.0,0.2984986690848579,0.3008604338439568,1.052692157428631
32651,1,0,23,70.0,2,691.0,1.0,,5.0,0.1921957888738838,0.2108993411910306,-0.5800924121865938
32652,0,0,1,40.0,1,310.0,,3.0,12.0,0.2710523248422453,0.3957577640361923,2.8829268238273196
32653,0,0,2,20.0,2,167.0,2.0,,12.0,0.379670629714666,0.3469962215674903,3.1838932172970065
32654,1,0,7,52.0,2,1632.0,2.0,,0.0,0.31507834327801554,0.33737292303494715,1.4635654081911371
32657,1,0,11,61.0,2,1398.0,2.0,,3.0,0.2605944101333897,0.29020059453012065,0.4485798850309739
32662,1,0,8,28.0,2,464.0,2.0,,-13.0,0.4402860467462009,0.3257578742409379,2.870032220376556
32663,1,0,7,14.0,2,374.0,2.0,,-13.0,0.514454213997563,0.3171536901163758,3.3361812464278184
32664,1,0,3,3.0,2,247.0,2.0,,-13.0,0.3547102612540961,0.5357517502025121,4.6407772486922445
32665,1,0,4,36.0,2,119.0,2.0,,6.0,0.3497174509660873,0.20234600336381486,2.187472716964576
32669,1,0,4,81.0,2,1064.0,1.0,,-10.0,0.13759325857015658,0.26742450317513,-0.7088544073844978
32671,1,0,4,44.0,2,855.0,2.0,,-3.0,0.3479896932963712,0.38397016366613856,2.486421554403849
32673,1,0,3,3.0,2,483.0,2.0,,0.0,0.3721157940385395,0.5583211513572865,4.8384161982220055
32674,1,0,11,73.0,2,120.0,1.0,,0.0,0.0894013387419742,0.12424101408946782,-0.14718343343254514
32676,1,0,4,35.0,2,1421.0,2.0,,0.0,0.4144157465756072,0.39158206229508136,2.9713428494815
32679,1,0,2,45.0,1,1063.0,,3.0,0.0,0.3278587758976465,0.4300427488482015,2.788792254726004
32684,0,0,2,77.0,2,1727.0,1.0,,-4.0,0.1521211104497135,0.3211855850666244,-0.08026022553039569
32686,1,0,7,49.0,2,1359.0,2.0,,1.0,0.3363576127927589,0.3464864164153375,1.7746708480224038
32688,1,0,6,49.0,2,1132.0,2.0,,-4.0,0.3317129838406441,0.3566101084834703,1.9034241602286124
32694,1,0,2,44.0,2,1501.0,2.0,,0.0,0.33664900143271903,0.4294727781164316,2.7878913324075847
32696,1,0,7,89.0,1,1259.0,,2.0,-7.0,0.1059556244006219,0.20314238358319026,-1.8335526023179145
32698,1,0,13,26.0,2,788.0,1.0,,7.0,0.5021855651123378,0.3183908031252326,2.9322218253403385
32699,0,0,3,8.0,1,108.0,,3.0,14.0,0.5593653084010968,0.2247209220242085,3.1386546886952527
32700,1,0,10,78.0,2,21.0,2.0,,-21.0,0.07511885608773207,0.06723094126020314,0.2152076893078272
32702,0,0,1,73.0,1,1502.0,,2.0,21.0,0.16508851161848453,0.3882371550666255,0.8711383740931096
32704,1,0,2,61.0,2,1309.0,1.0,,-21.0,0.2361720244621455,0.39398078503705897,1.5450404548809484
32705,1,0,3,79.0,2,1032.0,2.0,,21.0,0.14490227789079127,0.29246692726293755,-0.3235088535455386
32708,1,0,6,45.0,2,173.0,2.0,,28.0,0.2384577980460532,0.2475737076247511,1.5877335093543758
32710,1,0,6,10.0,2,1539.0,2.0,,0.0,0.5786459556142407,0.3365234169375635,3.6537666335854686
32711,0,0,3,73.0,1,1441.0,,1.0,-7.0,0.1758452340232826,0.3197781754757807,0.11914533199374013
32712,0,0,1,45.0,1,1268.0,,3.0,-7.0,0.3091389325610309,0.4746731397760943,3.1383492607269465
32717,0,0,1,24.0,1,47.0,,2.0,11.0,0.3728687633752581,0.248934254133894,2.708772115157141
32718,0,0,1,31.0,1,1608.0,,1.0,18.0,0.3868210632817551,0.4738021012754248,3.7460170635186767
32719,1,0,7,13.0,2,1457.0,2.0,,18.0,0.5686013962857311,0.33479787742155986,3.55129933761062
32720,0,0,3,73.0,1,1417.0,,1.0,-25.0,0.17588665466619252,0.32006956664778635,0.1265960404801163
32721,0,0,1,1.0,1,968.0,,3.0,25.0,0.2017910148506669,0.7522430524612979,5.68406305141273
32723,1,0,4,61.0,2,785.0,2.0,,32.0,0.2367470791963615,0.3404185297244684,1.1821972133508418
32724,1,0,4,50.0,2,665.0,2.0,,32.0,0.29710182227617005,0.3616126477214917,2.0275019354876087
32730,1,0,7,56.0,2,1337.0,1.0,,7.0,0.28836749679230683,0.3312072038751055,1.1932661906998672
32732,1,0,2,19.0,1,860.0,,3.0,-10.0,0.4737403893948305,0.4180956083724287,3.8606596632586
32733,1,0,6,9.0,2,737.0,2.0,,-10.0,0.5725349404401539,0.3353438841421731,3.682237246499275
32737,1,0,1,43.0,1,12.0,,3.0,-10.0,0.21857861379057966,0.1959451768103525,1.8036920813882085
32738,1,0,4,41.0,1,1611.0,,1.0,-10.0,0.3758513848288901,0.3875844779133393,2.5915579186245483
32744,0,0,7,41.0,2,515.0,1.0,,-17.0,0.35313075854166115,0.32916987062521835,2.2687339781202747
32748,1,0,6,47.0,1,1557.0,,2.0,0.0,0.34649729359994097,0.3568692576137322,1.970271548696784
32758,1,0,8,57.0,2,1672.0,2.0,,1.0,0.2827057143182449,0.3165527183249861,0.9344845690159378
32761,0,0,7,7.0,2,1262.0,2.0,,4.0,0.5459485082122563,0.4082569070614217,4.282824657280658
32766,1,0,1,72.0,2,485.0,2.0,,-21.0,0.13852244680501355,0.3300757950302896,1.0225158276488886
32767,1,0,1,61.0,1,394.0,,2.0,-21.0,0.17527341831652452,0.3532359861736247,1.7414370445635807
32770,1,0,4,36.0,1,1479.0,,3.0,0.0,0.40814217524163904,0.39102408426126417,2.9089425341675543
32771,1,0,14,77.0,2,1274.0,1.0,,0.0,0.16320694113762513,0.22066821606766854,-1.1800084458361002
32772,1,0,7,59.0,2,1034.0,2.0,,0.0,0.26598745437334576,0.3227453057037144,0.9947311972453026
32774,1,0,6,74.0,2,826.0,2.0,,0.0,0.16893668719323224,0.2696189450939655,-0.2315235133929445
32775,1,0,9,9.0,2,490.0,2.0,,0.0,0.5660336839696398,0.35862676312281583,4.014302397582709
32776,1,0,7,65.0,2,427.0,2.0,,-7.0,0.18245126640315887,0.247086212238965,0.4912340285824113
32778,0,0,1,71.0,1,1717.0,,1.0,0.0,0.17381618216868053,0.3939260641322183,0.9950107047014372
32782,1,0,3,67.0,2,1033.0,2.0,,-7.0,0.20611271438098105,0.3455598150906453,0.8014439014224888
32784,1,0,1,47.0,2,680.0,2.0,,4.0,0.2817161881659313,0.4535931321408622,2.9640604928778966
32786,1,0,4,10.0,2,355.0,2.0,,-11.0,0.5142842077927919,0.3402201401724316,3.5843727757104267
32788,0,0,1,1.0,1,75.0,,3.0,3.0,0.26107218374849,0.5800903187840539,4.763313991756316
32789,1,0,12,65.0,2,1671.0,2.0,,0.0,0.2333756402798031,0.2687861480902833,-0.0666601590257827
32790,1,0,4,7.0,2,1512.0,2.0,,0.0,0.5762334322612939,0.3522688752690677,3.8272749643512025
32791,1,0,3,3.0,2,1289.0,2.0,,7.0,0.3867926213763356,0.567329037275934,4.9230633931186345
32792,1,0,6,76.0,2,1238.0,2.0,,-14.0,0.16498743041051772,0.2684548282876725,-0.5606129220682856
32793,1,1,2,50.0,2,962.0,2.0,,7.0,0.29597968621215864,0.4206221312530293,2.4607368815029
32794,1,0,14,45.0,2,740.0,2.0,,-14.0,0.3650829815497731,0.3055360312549354,1.7734762604020309
